date,county,num_alc_accidents
2016-01-31,audubon,1
2016-01-31,benton,1
2016-01-31,black hawk,5
2016-01-31,bremer,1
2016-01-31,carroll,1
2016-01-31,cass,1
2016-01-31,chickasaw,1
2016-01-31,clayton,1
2016-01-31,des moines,1
2016-01-31,dickinson,1
2016-01-31,dubuque,3
2016-01-31,fayette,2
2016-01-31,henry,3
2016-01-31,ida,1
2016-01-31,jasper,1
2016-01-31,johnson,5
2016-01-31,kossuth,1
2016-01-31,linn,4
2016-01-31,mahaska,1
2016-01-31,marshall,2
2016-01-31,mills,1
2016-01-31,monona,1
2016-01-31,monroe,1
2016-01-31,obrien,1
2016-01-31,plymouth,1
2016-01-31,polk,18
2016-01-31,pottawattamie,1
2016-01-31,poweshiek,1
2016-01-31,scott,7
2016-01-31,sioux,1
2016-01-31,story,1
2016-01-31,tama,1
2016-01-31,union,1
2016-01-31,wapello,3
2016-01-31,warren,1
2016-01-31,webster,5
2016-01-31,woodbury,5
2016-02-14,black hawk,1
2016-02-14,cass,1
2016-02-14,cedar,2
2016-02-14,clinton,3
2016-02-14,dallas,2
2016-02-14,dubuque,6
2016-02-14,iowa,2
2016-02-14,jackson,1
2016-02-14,jasper,1
2016-02-14,jefferson,1
2016-02-14,johnson,3
2016-02-14,linn,5
2016-02-14,marion,1
2016-02-14,mills,1
2016-02-14,monona,1
2016-02-14,palo alto,1
2016-02-14,polk,17
2016-02-14,pottawattamie,4
2016-02-14,poweshiek,1
2016-02-14,scott,4
2016-02-14,story,1
2016-02-14,union,1
2016-02-14,wapello,1
2016-02-14,warren,2
2016-02-14,washington,1
2016-02-14,webster,2
2016-02-14,woodbury,5
2016-02-28,allamakee,2
2016-02-28,black hawk,4
2016-02-28,boone,1
2016-02-28,bremer,1
2016-02-28,buena vista,1
2016-02-28,clinton,1
2016-02-28,dallas,1
2016-02-28,des moines,1
2016-02-28,dickinson,2
2016-02-28,dubuque,3
2016-02-28,harrison,1
2016-02-28,humboldt,1
2016-02-28,jasper,1
2016-02-28,johnson,3
2016-02-28,jones,1
2016-02-28,keokuk,1
2016-02-28,lee,1
2016-02-28,linn,3
2016-02-28,lyon,1
2016-02-28,madison,1
2016-02-28,mahaska,1
2016-02-28,marshall,5
2016-02-28,montgomery,1
2016-02-28,muscatine,1
2016-02-28,plymouth,2
2016-02-28,polk,12
2016-02-28,pottawattamie,3
2016-02-28,poweshiek,3
2016-02-28,scott,5
2016-02-28,story,1
2016-02-28,tama,1
2016-02-28,union,1
2016-02-28,warren,2
2016-02-28,webster,2
2016-02-28,winneshiek,2
2016-02-28,woodbury,1
2016-03-13,allamakee,1
2016-03-13,black hawk,3
2016-03-13,boone,1
2016-03-13,cass,1
2016-03-13,cedar,1
2016-03-13,cerro gordo,1
2016-03-13,clinton,4
2016-03-13,delaware,1
2016-03-13,des moines,2
2016-03-13,dickinson,1
2016-03-13,dubuque,2
2016-03-13,floyd,1
2016-03-13,fremont,1
2016-03-13,grundy,1
2016-03-13,hardin,1
2016-03-13,henry,3
2016-03-13,jackson,2
2016-03-13,jasper,1
2016-03-13,johnson,3
2016-03-13,lee,2
2016-03-13,linn,7
2016-03-13,lyon,2
2016-03-13,marshall,2
2016-03-13,mitchell,1
2016-03-13,muscatine,1
2016-03-13,page,1
2016-03-13,palo alto,1
2016-03-13,polk,10
2016-03-13,pottawattamie,3
2016-03-13,sac,2
2016-03-13,scott,6
2016-03-13,story,3
2016-03-13,tama,1
2016-03-13,warren,2
2016-03-13,webster,2
2016-03-13,winneshiek,1
2016-03-13,woodbury,2
2016-03-27,black hawk,2
2016-03-27,buchanan,1
2016-03-27,buena vista,2
2016-03-27,cerro gordo,1
2016-03-27,cherokee,1
2016-03-27,dallas,1
2016-03-27,delaware,1
2016-03-27,dubuque,5
2016-03-27,fayette,1
2016-03-27,franklin,1
2016-03-27,grundy,1
2016-03-27,guthrie,1
2016-03-27,harrison,1
2016-03-27,henry,1
2016-03-27,jackson,1
2016-03-27,jasper,1
2016-03-27,johnson,3
2016-03-27,jones,1
2016-03-27,lee,2
2016-03-27,linn,4
2016-03-27,marshall,3
2016-03-27,mills,1
2016-03-27,monona,1
2016-03-27,obrien,1
2016-03-27,palo alto,1
2016-03-27,polk,11
2016-03-27,pottawattamie,3
2016-03-27,poweshiek,1
2016-03-27,scott,4
2016-03-27,sioux,1
2016-03-27,taylor,1
2016-03-27,wapello,2
2016-03-27,warren,2
2016-03-27,washington,1
2016-03-27,webster,2
2016-03-27,winneshiek,1
2016-03-27,woodbury,6
2016-04-10,appanoose,1
2016-04-10,benton,1
2016-04-10,black hawk,4
2016-04-10,boone,1
2016-04-10,butler,1
2016-04-10,carroll,1
2016-04-10,cedar,1
2016-04-10,cherokee,1
2016-04-10,chickasaw,2
2016-04-10,clay,2
2016-04-10,clayton,2
2016-04-10,dallas,1
2016-04-10,des moines,1
2016-04-10,dubuque,4
2016-04-10,fayette,1
2016-04-10,grundy,1
2016-04-10,hamilton,1
2016-04-10,iowa,1
2016-04-10,kossuth,1
2016-04-10,lee,1
2016-04-10,linn,1
2016-04-10,madison,1
2016-04-10,monona,1
2016-04-10,muscatine,1
2016-04-10,polk,6
2016-04-10,pottawattamie,2
2016-04-10,scott,2
2016-04-10,washington,1
2016-04-10,webster,2
2016-04-10,woodbury,3
2016-04-10,wright,2
2016-04-24,benton,1
2016-04-24,black hawk,3
2016-04-24,boone,2
2016-04-24,bremer,1
2016-04-24,chickasaw,1
2016-04-24,clay,3
2016-04-24,dallas,2
2016-04-24,des moines,3
2016-04-24,dubuque,2
2016-04-24,grundy,1
2016-04-24,hamilton,2
2016-04-24,hancock,1
2016-04-24,harrison,1
2016-04-24,henry,1
2016-04-24,jackson,1
2016-04-24,johnson,3
2016-04-24,lee,1
2016-04-24,linn,3
2016-04-24,mitchell,1
2016-04-24,polk,10
2016-04-24,pottawattamie,5
2016-04-24,ringgold,1
2016-04-24,scott,2
2016-04-24,sioux,1
2016-04-24,story,1
2016-04-24,warren,1
2016-04-24,webster,1
2016-04-24,woodbury,3
2016-05-08,allamakee,1
2016-05-08,audubon,1
2016-05-08,benton,1
2016-05-08,black hawk,1
2016-05-08,calhoun,1
2016-05-08,cass,1
2016-05-08,clayton,1
2016-05-08,clinton,2
2016-05-08,dallas,3
2016-05-08,dubuque,2
2016-05-08,fayette,1
2016-05-08,greene,1
2016-05-08,hancock,1
2016-05-08,hardin,3
2016-05-08,humboldt,1
2016-05-08,jasper,1
2016-05-08,johnson,1
2016-05-08,lee,3
2016-05-08,linn,10
2016-05-08,louisa,2
2016-05-08,marshall,4
2016-05-08,mitchell,2
2016-05-08,montgomery,1
2016-05-08,muscatine,1
2016-05-08,plymouth,2
2016-05-08,polk,11
2016-05-08,pottawattamie,3
2016-05-08,poweshiek,2
2016-05-08,ringgold,2
2016-05-08,sac,1
2016-05-08,scott,6
2016-05-08,sioux,1
2016-05-08,story,1
2016-05-08,taylor,1
2016-05-08,wapello,1
2016-05-08,webster,1
2016-05-08,winneshiek,1
2016-05-08,woodbury,5
2016-05-22,black hawk,3
2016-05-22,boone,1
2016-05-22,bremer,1
2016-05-22,butler,1
2016-05-22,cass,2
2016-05-22,cedar,3
2016-05-22,cerro gordo,1
2016-05-22,clarke,2
2016-05-22,clayton,1
2016-05-22,dallas,1
2016-05-22,delaware,1
2016-05-22,des moines,2
2016-05-22,dubuque,6
2016-05-22,emmet,1
2016-05-22,fremont,1
2016-05-22,harrison,1
2016-05-22,jasper,2
2016-05-22,jefferson,2
2016-05-22,johnson,5
2016-05-22,kossuth,1
2016-05-22,lee,2
2016-05-22,linn,5
2016-05-22,louisa,1
2016-05-22,marion,1
2016-05-22,marshall,2
2016-05-22,mills,2
2016-05-22,montgomery,1
2016-05-22,muscatine,1
2016-05-22,osceola,1
2016-05-22,palo alto,1
2016-05-22,polk,11
2016-05-22,pottawattamie,8
2016-05-22,poweshiek,2
2016-05-22,scott,6
2016-05-22,story,1
2016-05-22,van buren,1
2016-05-22,warren,2
2016-05-22,washington,2
2016-05-22,woodbury,2
2016-06-05,adair,2
2016-06-05,benton,1
2016-06-05,black hawk,2
2016-06-05,bremer,1
2016-06-05,cass,1
2016-06-05,cerro gordo,2
2016-06-05,chickasaw,3
2016-06-05,crawford,2
2016-06-05,decatur,1
2016-06-05,delaware,1
2016-06-05,des moines,4
2016-06-05,dubuque,5
2016-06-05,fayette,1
2016-06-05,hamilton,2
2016-06-05,hardin,1
2016-06-05,harrison,2
2016-06-05,jackson,1
2016-06-05,jasper,1
2016-06-05,jefferson,1
2016-06-05,johnson,3
2016-06-05,jones,1
2016-06-05,kossuth,1
2016-06-05,lee,1
2016-06-05,linn,7
2016-06-05,marion,2
2016-06-05,mills,2
2016-06-05,mitchell,1
2016-06-05,montgomery,1
2016-06-05,obrien,2
2016-06-05,plymouth,2
2016-06-05,polk,14
2016-06-05,pottawattamie,4
2016-06-05,poweshiek,1
2016-06-05,scott,7
2016-06-05,shelby,1
2016-06-05,story,3
2016-06-05,taylor,1
2016-06-05,wapello,1
2016-06-05,washington,1
2016-06-05,webster,2
2016-06-05,worth,1
2016-06-19,allamakee,2
2016-06-19,appanoose,1
2016-06-19,black hawk,5
2016-06-19,boone,2
2016-06-19,cass,1
2016-06-19,cerro gordo,3
2016-06-19,clarke,1
2016-06-19,clayton,1
2016-06-19,clinton,1
2016-06-19,dallas,3
2016-06-19,dubuque,3
2016-06-19,franklin,2
2016-06-19,henry,2
2016-06-19,jackson,1
2016-06-19,jasper,2
2016-06-19,jefferson,1
2016-06-19,johnson,7
2016-06-19,jones,3
2016-06-19,lee,1
2016-06-19,linn,2
2016-06-19,lucas,1
2016-06-19,marion,1
2016-06-19,marshall,1
2016-06-19,mills,2
2016-06-19,monroe,1
2016-06-19,montgomery,1
2016-06-19,palo alto,1
2016-06-19,plymouth,1
2016-06-19,polk,12
2016-06-19,pottawattamie,3
2016-06-19,poweshiek,1
2016-06-19,scott,2
2016-06-19,shelby,1
2016-06-19,story,1
2016-06-19,tama,1
2016-06-19,van buren,1
2016-06-19,wapello,1
2016-06-19,warren,1
2016-06-19,washington,1
2016-06-19,webster,3
2016-06-19,woodbury,6
2016-07-03,adair,2
2016-07-03,black hawk,2
2016-07-03,bremer,1
2016-07-03,buchanan,1
2016-07-03,calhoun,1
2016-07-03,cass,1
2016-07-03,cerro gordo,4
2016-07-03,cherokee,1
2016-07-03,clarke,1
2016-07-03,clay,1
2016-07-03,clinton,3
2016-07-03,delaware,2
2016-07-03,des moines,1
2016-07-03,dickinson,1
2016-07-03,dubuque,4
2016-07-03,greene,1
2016-07-03,grundy,1
2016-07-03,hamilton,2
2016-07-03,hardin,1
2016-07-03,harrison,1
2016-07-03,henry,1
2016-07-03,humboldt,2
2016-07-03,jasper,1
2016-07-03,johnson,4
2016-07-03,kossuth,2
2016-07-03,lee,3
2016-07-03,linn,5
2016-07-03,marshall,2
2016-07-03,muscatine,1
2016-07-03,osceola,1
2016-07-03,page,1
2016-07-03,palo alto,1
2016-07-03,polk,16
2016-07-03,pottawattamie,4
2016-07-03,poweshiek,1
2016-07-03,scott,6
2016-07-03,shelby,1
2016-07-03,sioux,1
2016-07-03,story,1
2016-07-03,winnebago,1
2016-07-03,woodbury,5
2016-07-17,allamakee,1
2016-07-17,benton,2
2016-07-17,black hawk,4
2016-07-17,cerro gordo,1
2016-07-17,chickasaw,1
2016-07-17,clarke,1
2016-07-17,clay,2
2016-07-17,clayton,1
2016-07-17,dallas,1
2016-07-17,des moines,1
2016-07-17,dickinson,1
2016-07-17,dubuque,2
2016-07-17,grundy,1
2016-07-17,hamilton,1
2016-07-17,harrison,1
2016-07-17,howard,1
2016-07-17,iowa,1
2016-07-17,jackson,1
2016-07-17,jasper,2
2016-07-17,johnson,4
2016-07-17,linn,6
2016-07-17,marion,1
2016-07-17,marshall,1
2016-07-17,monona,1
2016-07-17,montgomery,1
2016-07-17,muscatine,1
2016-07-17,page,1
2016-07-17,plymouth,1
2016-07-17,polk,14
2016-07-17,pottawattamie,4
2016-07-17,scott,2
2016-07-17,tama,1
2016-07-17,van buren,1
2016-07-17,wapello,1
2016-07-17,woodbury,3
2016-07-17,wright,1
2016-07-31,adair,1
2016-07-31,appanoose,1
2016-07-31,black hawk,3
2016-07-31,boone,1
2016-07-31,buchanan,1
2016-07-31,carroll,2
2016-07-31,cedar,2
2016-07-31,cerro gordo,1
2016-07-31,cherokee,2
2016-07-31,clarke,1
2016-07-31,clinton,2
2016-07-31,des moines,2
2016-07-31,dubuque,6
2016-07-31,floyd,1
2016-07-31,fremont,1
2016-07-31,jackson,1
2016-07-31,johnson,6
2016-07-31,lee,3
2016-07-31,linn,3
2016-07-31,madison,1
2016-07-31,mahaska,1
2016-07-31,marshall,3
2016-07-31,mills,2
2016-07-31,monona,1
2016-07-31,obrien,1
2016-07-31,osceola,2
2016-07-31,page,1
2016-07-31,pocahontas,1
2016-07-31,polk,8
2016-07-31,pottawattamie,1
2016-07-31,ringgold,1
2016-07-31,scott,8
2016-07-31,shelby,1
2016-07-31,sioux,1
2016-07-31,story,2
2016-07-31,van buren,1
2016-07-31,webster,1
2016-07-31,woodbury,6
2016-08-14,appanoose,1
2016-08-14,black hawk,1
2016-08-14,boone,1
2016-08-14,bremer,1
2016-08-14,carroll,3
2016-08-14,cerro gordo,2
2016-08-14,cherokee,1
2016-08-14,clinton,1
2016-08-14,dallas,2
2016-08-14,davis,1
2016-08-14,delaware,1
2016-08-14,dubuque,1
2016-08-14,floyd,1
2016-08-14,fremont,1
2016-08-14,grundy,1
2016-08-14,hamilton,1
2016-08-14,harrison,1
2016-08-14,henry,2
2016-08-14,iowa,1
2016-08-14,jefferson,1
2016-08-14,johnson,1
2016-08-14,linn,5
2016-08-14,lyon,1
2016-08-14,mahaska,1
2016-08-14,marion,1
2016-08-14,marshall,3
2016-08-14,mitchell,1
2016-08-14,muscatine,3
2016-08-14,palo alto,1
2016-08-14,plymouth,1
2016-08-14,polk,17
2016-08-14,pottawattamie,5
2016-08-14,poweshiek,1
2016-08-14,sac,1
2016-08-14,scott,7
2016-08-14,sioux,2
2016-08-14,story,1
2016-08-14,tama,1
2016-08-14,washington,1
2016-08-14,webster,1
2016-08-14,woodbury,4
2016-08-28,adams,2
2016-08-28,allamakee,1
2016-08-28,buchanan,1
2016-08-28,buena vista,1
2016-08-28,calhoun,1
2016-08-28,carroll,1
2016-08-28,cedar,3
2016-08-28,cerro gordo,4
2016-08-28,clayton,1
2016-08-28,clinton,1
2016-08-28,crawford,1
2016-08-28,des moines,1
2016-08-28,dickinson,3
2016-08-28,dubuque,6
2016-08-28,emmet,1
2016-08-28,fremont,1
2016-08-28,grundy,1
2016-08-28,hancock,1
2016-08-28,hardin,1
2016-08-28,henry,1
2016-08-28,humboldt,1
2016-08-28,iowa,2
2016-08-28,jackson,1
2016-08-28,jasper,1
2016-08-28,jefferson,1
2016-08-28,johnson,4
2016-08-28,linn,6
2016-08-28,louisa,1
2016-08-28,lyon,1
2016-08-28,mahaska,2
2016-08-28,marshall,1
2016-08-28,mills,1
2016-08-28,muscatine,2
2016-08-28,palo alto,1
2016-08-28,polk,13
2016-08-28,pottawattamie,6
2016-08-28,scott,2
2016-08-28,shelby,1
2016-08-28,sioux,1
2016-08-28,story,1
2016-08-28,tama,1
2016-08-28,warren,1
2016-08-28,webster,2
2016-08-28,winnebago,1
2016-08-28,winneshiek,1
2016-08-28,woodbury,3
2016-08-28,wright,1
2016-09-11,benton,1
2016-09-11,black hawk,4
2016-09-11,bremer,1
2016-09-11,buchanan,1
2016-09-11,buena vista,1
2016-09-11,clayton,1
2016-09-11,clinton,1
2016-09-11,dallas,1
2016-09-11,delaware,2
2016-09-11,des moines,3
2016-09-11,dubuque,3
2016-09-11,fayette,1
2016-09-11,fremont,1
2016-09-11,grundy,1
2016-09-11,hamilton,1
2016-09-11,hancock,2
2016-09-11,hardin,1
2016-09-11,johnson,8
2016-09-11,lee,1
2016-09-11,linn,4
2016-09-11,mahaska,1
2016-09-11,marshall,3
2016-09-11,mills,1
2016-09-11,plymouth,1
2016-09-11,polk,11
2016-09-11,pottawattamie,4
2016-09-11,scott,4
2016-09-11,story,2
2016-09-11,tama,2
2016-09-11,webster,3
2016-09-11,winneshiek,2
2016-09-11,woodbury,3
2016-09-25,appanoose,1
2016-09-25,benton,1
2016-09-25,bremer,2
2016-09-25,buena vista,1
2016-09-25,calhoun,1
2016-09-25,cass,1
2016-09-25,cerro gordo,2
2016-09-25,clinton,1
2016-09-25,dallas,1
2016-09-25,dubuque,5
2016-09-25,fremont,2
2016-09-25,hamilton,1
2016-09-25,henry,1
2016-09-25,jasper,2
2016-09-25,johnson,6
2016-09-25,linn,4
2016-09-25,marion,1
2016-09-25,mills,4
2016-09-25,muscatine,2
2016-09-25,plymouth,1
2016-09-25,pocahontas,1
2016-09-25,polk,18
2016-09-25,pottawattamie,3
2016-09-25,scott,9
2016-09-25,story,2
2016-09-25,tama,1
2016-09-25,washington,1
2016-09-25,webster,1
2016-09-25,winnebago,1
2016-09-25,winneshiek,1
2016-09-25,woodbury,4
2016-09-25,worth,2
2016-10-09,black hawk,4
2016-10-09,bremer,1
2016-10-09,buena vista,1
2016-10-09,calhoun,2
2016-10-09,cerro gordo,4
2016-10-09,clayton,1
2016-10-09,delaware,1
2016-10-09,des moines,2
2016-10-09,dubuque,3
2016-10-09,fayette,2
2016-10-09,hardin,1
2016-10-09,harrison,1
2016-10-09,howard,1
2016-10-09,johnson,2
2016-10-09,keokuk,1
2016-10-09,kossuth,1
2016-10-09,lee,1
2016-10-09,linn,7
2016-10-09,marshall,1
2016-10-09,mills,1
2016-10-09,montgomery,2
2016-10-09,polk,13
2016-10-09,pottawattamie,3
2016-10-09,scott,4
2016-10-09,van buren,1
2016-10-09,warren,2
2016-10-09,webster,1
2016-10-09,woodbury,2
2016-10-23,adair,1
2016-10-23,appanoose,1
2016-10-23,benton,1
2016-10-23,black hawk,4
2016-10-23,boone,1
2016-10-23,buena vista,1
2016-10-23,cerro gordo,2
2016-10-23,cherokee,1
2016-10-23,chickasaw,1
2016-10-23,clayton,1
2016-10-23,des moines,2
2016-10-23,dickinson,1
2016-10-23,dubuque,5
2016-10-23,emmet,1
2016-10-23,floyd,1
2016-10-23,franklin,1
2016-10-23,fremont,3
2016-10-23,grundy,1
2016-10-23,guthrie,1
2016-10-23,jackson,1
2016-10-23,jasper,2
2016-10-23,johnson,3
2016-10-23,kossuth,1
2016-10-23,lee,1
2016-10-23,linn,6
2016-10-23,lyon,1
2016-10-23,marion,2
2016-10-23,marshall,2
2016-10-23,mills,1
2016-10-23,montgomery,1
2016-10-23,muscatine,1
2016-10-23,obrien,2
2016-10-23,polk,18
2016-10-23,pottawattamie,4
2016-10-23,poweshiek,2
2016-10-23,sac,1
2016-10-23,scott,4
2016-10-23,sioux,1
2016-10-23,story,2
2016-10-23,van buren,1
2016-10-23,warren,1
2016-10-23,winneshiek,1
2016-10-23,woodbury,2
2016-11-06,adair,2
2016-11-06,allamakee,3
2016-11-06,benton,1
2016-11-06,black hawk,1
2016-11-06,boone,1
2016-11-06,buena vista,1
2016-11-06,butler,1
2016-11-06,cass,1
2016-11-06,cedar,1
2016-11-06,cerro gordo,1
2016-11-06,clinton,2
2016-11-06,decatur,1
2016-11-06,des moines,1
2016-11-06,dubuque,1
2016-11-06,grundy,1
2016-11-06,harrison,1
2016-11-06,johnson,4
2016-11-06,lee,1
2016-11-06,linn,4
2016-11-06,louisa,1
2016-11-06,mahaska,1
2016-11-06,marshall,1
2016-11-06,mills,1
2016-11-06,muscatine,2
2016-11-06,obrien,1
2016-11-06,polk,15
2016-11-06,pottawattamie,2
2016-11-06,scott,6
2016-11-06,shelby,1
2016-11-06,sioux,1
2016-11-06,tama,1
2016-11-06,union,1
2016-11-06,wapello,2
2016-11-06,washington,2
2016-11-06,winneshiek,2
2016-11-06,woodbury,5
2016-11-20,adair,1
2016-11-20,benton,2
2016-11-20,black hawk,2
2016-11-20,boone,1
2016-11-20,buchanan,1
2016-11-20,buena vista,1
2016-11-20,butler,1
2016-11-20,calhoun,1
2016-11-20,carroll,1
2016-11-20,cass,1
2016-11-20,cerro gordo,2
2016-11-20,cherokee,1
2016-11-20,chickasaw,1
2016-11-20,clarke,1
2016-11-20,clinton,2
2016-11-20,dallas,1
2016-11-20,delaware,2
2016-11-20,des moines,1
2016-11-20,dubuque,2
2016-11-20,emmet,2
2016-11-20,floyd,1
2016-11-20,franklin,2
2016-11-20,fremont,1
2016-11-20,greene,1
2016-11-20,hamilton,1
2016-11-20,hardin,1
2016-11-20,harrison,1
2016-11-20,jasper,2
2016-11-20,johnson,4
2016-11-20,linn,5
2016-11-20,lyon,1
2016-11-20,madison,1
2016-11-20,marshall,1
2016-11-20,muscatine,1
2016-11-20,osceola,2
2016-11-20,polk,8
2016-11-20,pottawattamie,1
2016-11-20,scott,4
2016-11-20,story,2
2016-11-20,washington,1
2016-11-20,webster,1
2016-11-20,woodbury,1
2016-12-04,black hawk,2
2016-12-04,boone,1
2016-12-04,carroll,1
2016-12-04,cedar,1
2016-12-04,cerro gordo,1
2016-12-04,clarke,1
2016-12-04,dallas,2
2016-12-04,delaware,1
2016-12-04,dubuque,4
2016-12-04,guthrie,1
2016-12-04,hamilton,1
2016-12-04,hardin,2
2016-12-04,henry,1
2016-12-04,johnson,3
2016-12-04,keokuk,1
2016-12-04,linn,3
2016-12-04,lucas,1
2016-12-04,lyon,1
2016-12-04,mills,1
2016-12-04,muscatine,3
2016-12-04,obrien,1
2016-12-04,plymouth,1
2016-12-04,polk,23
2016-12-04,pottawattamie,4
2016-12-04,scott,6
2016-12-04,sioux,1
2016-12-04,story,2
2016-12-04,tama,1
2016-12-04,union,1
2016-12-04,warren,5
2016-12-04,webster,2
2016-12-04,woodbury,7
2016-12-04,wright,1
2016-12-18,adair,1
2016-12-18,allamakee,1
2016-12-18,black hawk,3
2016-12-18,boone,1
2016-12-18,cass,1
2016-12-18,cerro gordo,2
2016-12-18,clayton,2
2016-12-18,clinton,1
2016-12-18,dallas,2
2016-12-18,delaware,1
2016-12-18,des moines,1
2016-12-18,dubuque,5
2016-12-18,fayette,1
2016-12-18,harrison,1
2016-12-18,henry,1
2016-12-18,jackson,2
2016-12-18,johnson,10
2016-12-18,lee,1
2016-12-18,linn,6
2016-12-18,louisa,1
2016-12-18,marshall,1
2016-12-18,muscatine,2
2016-12-18,obrien,1
2016-12-18,page,1
2016-12-18,polk,19
2016-12-18,pottawattamie,1
2016-12-18,poweshiek,2
2016-12-18,scott,4
2016-12-18,story,2
2016-12-18,wapello,1
2016-12-18,webster,5
2016-12-18,woodbury,3
2016-12-18,wright,3
2017-01-01,allamakee,1
2017-01-01,appanoose,1
2017-01-01,black hawk,9
2017-01-01,buchanan,1
2017-01-01,buena vista,1
2017-01-01,cedar,1
2017-01-01,clay,1
2017-01-01,clayton,1
2017-01-01,clinton,3
2017-01-01,dallas,1
2017-01-01,davis,1
2017-01-01,dubuque,3
2017-01-01,emmet,1
2017-01-01,fayette,1
2017-01-01,fremont,1
2017-01-01,guthrie,1
2017-01-01,hamilton,1
2017-01-01,hardin,2
2017-01-01,harrison,1
2017-01-01,ida,1
2017-01-01,iowa,1
2017-01-01,jasper,1
2017-01-01,johnson,1
2017-01-01,lee,1
2017-01-01,linn,6
2017-01-01,madison,2
2017-01-01,marshall,2
2017-01-01,mills,2
2017-01-01,muscatine,2
2017-01-01,polk,12
2017-01-01,pottawattamie,5
2017-01-01,ringgold,1
2017-01-01,scott,4
2017-01-01,shelby,1
2017-01-01,sioux,1
2017-01-01,story,1
2017-01-01,tama,1
2017-01-01,wapello,1
2017-01-01,winneshiek,1
2017-01-01,woodbury,3
2017-01-01,wright,2
2017-01-15,adair,2
2017-01-15,allamakee,1
2017-01-15,benton,1
2017-01-15,black hawk,6
2017-01-15,bremer,2
2017-01-15,buena vista,1
2017-01-15,calhoun,1
2017-01-15,cass,1
2017-01-15,chickasaw,1
2017-01-15,clinton,1
2017-01-15,crawford,1
2017-01-15,delaware,1
2017-01-15,des moines,1
2017-01-15,dubuque,5
2017-01-15,fremont,1
2017-01-15,guthrie,3
2017-01-15,harrison,1
2017-01-15,humboldt,2
2017-01-15,jasper,1
2017-01-15,johnson,1
2017-01-15,lee,2
2017-01-15,linn,3
2017-01-15,lyon,2
2017-01-15,mahaska,1
2017-01-15,marion,1
2017-01-15,mills,1
2017-01-15,muscatine,1
2017-01-15,obrien,1
2017-01-15,plymouth,1
2017-01-15,polk,18
2017-01-15,pottawattamie,3
2017-01-15,scott,2
2017-01-15,shelby,1
2017-01-15,sioux,2
2017-01-15,tama,3
2017-01-15,taylor,1
2017-01-15,wapello,2
2017-01-15,warren,2
2017-01-15,washington,1
2017-01-15,webster,2
2017-01-15,woodbury,4
2017-01-15,wright,1
2017-01-29,black hawk,5
2017-01-29,boone,3
2017-01-29,buchanan,2
2017-01-29,carroll,1
2017-01-29,cass,1
2017-01-29,cedar,1
2017-01-29,clayton,1
2017-01-29,clinton,2
2017-01-29,dallas,1
2017-01-29,dubuque,1
2017-01-29,jackson,2
2017-01-29,jasper,2
2017-01-29,johnson,6
2017-01-29,lee,4
2017-01-29,linn,4
2017-01-29,lyon,1
2017-01-29,madison,1
2017-01-29,mahaska,1
2017-01-29,marion,1
2017-01-29,page,1
2017-01-29,polk,16
2017-01-29,pottawattamie,2
2017-01-29,scott,6
2017-01-29,sioux,2
2017-01-29,story,1
2017-01-29,tama,1
2017-01-29,woodbury,1
2017-02-12,appanoose,1
2017-02-12,benton,1
2017-02-12,black hawk,2
2017-02-12,buchanan,1
2017-02-12,buena vista,1
2017-02-12,butler,1
2017-02-12,carroll,1
2017-02-12,cedar,1
2017-02-12,clayton,2
2017-02-12,clinton,2
2017-02-12,des moines,2
2017-02-12,dubuque,3
2017-02-12,fayette,2
2017-02-12,greene,1
2017-02-12,grundy,1
2017-02-12,guthrie,1
2017-02-12,hamilton,1
2017-02-12,iowa,1
2017-02-12,jackson,1
2017-02-12,jasper,1
2017-02-12,johnson,6
2017-02-12,lee,2
2017-02-12,linn,4
2017-02-12,louisa,1
2017-02-12,marion,1
2017-02-12,marshall,1
2017-02-12,polk,13
2017-02-12,pottawattamie,5
2017-02-12,poweshiek,1
2017-02-12,scott,4
2017-02-12,wapello,2
2017-02-12,warren,1
2017-02-12,winneshiek,1
2017-02-12,woodbury,5
2017-02-26,adair,2
2017-02-26,black hawk,8
2017-02-26,boone,1
2017-02-26,buena vista,1
2017-02-26,cedar,1
2017-02-26,dallas,1
2017-02-26,des moines,1
2017-02-26,dubuque,3
2017-02-26,emmet,1
2017-02-26,fayette,2
2017-02-26,franklin,1
2017-02-26,hancock,1
2017-02-26,harrison,2
2017-02-26,jasper,3
2017-02-26,jefferson,1
2017-02-26,johnson,5
2017-02-26,kossuth,1
2017-02-26,linn,4
2017-02-26,mahaska,1
2017-02-26,marshall,1
2017-02-26,mills,1
2017-02-26,mitchell,1
2017-02-26,montgomery,1
2017-02-26,muscatine,2
2017-02-26,polk,15
2017-02-26,pottawattamie,2
2017-02-26,scott,3
2017-02-26,story,1
2017-02-26,wapello,1
2017-02-26,warren,2
2017-02-26,webster,2
2017-02-26,woodbury,4
2017-03-12,adams,1
2017-03-12,black hawk,6
2017-03-12,boone,1
2017-03-12,bremer,1
2017-03-12,butler,1
2017-03-12,chickasaw,1
2017-03-12,clarke,1
2017-03-12,clayton,1
2017-03-12,clinton,2
2017-03-12,dubuque,2
2017-03-12,fayette,1
2017-03-12,floyd,1
2017-03-12,franklin,2
2017-03-12,hancock,1
2017-03-12,howard,1
2017-03-12,ida,1
2017-03-12,jackson,1
2017-03-12,jasper,1
2017-03-12,jefferson,1
