date,county,num_alc_accidents
2014-11-23,monroe,1
2014-11-23,muscatine,2
2014-11-23,osceola,1
2014-11-23,page,1
2014-11-23,polk,8
2014-11-23,pottawattamie,4
2014-11-23,sac,1
2014-11-23,scott,10
2014-11-23,sioux,1
2014-11-23,story,1
2014-11-23,wapello,1
2014-11-23,warren,1
2014-11-23,washington,2
2014-11-23,webster,1
2014-11-23,woodbury,3
2014-12-07,allamakee,1
2014-12-07,audubon,1
2014-12-07,benton,2
2014-12-07,black hawk,1
2014-12-07,buena vista,1
2014-12-07,carroll,2
2014-12-07,cerro gordo,2
2014-12-07,chickasaw,1
2014-12-07,clay,1
2014-12-07,clayton,3
2014-12-07,clinton,3
2014-12-07,davis,1
2014-12-07,delaware,2
2014-12-07,des moines,2
2014-12-07,dubuque,6
2014-12-07,grundy,1
2014-12-07,hardin,1
2014-12-07,henry,1
2014-12-07,ida,1
2014-12-07,jasper,3
2014-12-07,johnson,5
2014-12-07,jones,1
2014-12-07,linn,7
2014-12-07,madison,1
2014-12-07,mahaska,1
2014-12-07,marshall,1
2014-12-07,mitchell,1
2014-12-07,page,1
2014-12-07,plymouth,1
2014-12-07,polk,16
2014-12-07,pottawattamie,3
2014-12-07,sac,1
2014-12-07,scott,3
2014-12-07,sioux,1
2014-12-07,story,1
2014-12-07,tama,1
2014-12-07,warren,1
2014-12-07,winneshiek,2
2014-12-07,woodbury,5
2014-12-21,black hawk,3
2014-12-21,boone,1
2014-12-21,bremer,1
2014-12-21,buchanan,1
2014-12-21,buena vista,1
2014-12-21,cedar,2
2014-12-21,cerro gordo,1
2014-12-21,clarke,1
2014-12-21,clinton,1
2014-12-21,dallas,2
2014-12-21,des moines,1
2014-12-21,dickinson,1
2014-12-21,dubuque,4
2014-12-21,floyd,1
2014-12-21,grundy,1
2014-12-21,hancock,1
2014-12-21,howard,1
2014-12-21,iowa,1
2014-12-21,jasper,1
2014-12-21,johnson,2
2014-12-21,lee,2
2014-12-21,linn,10
2014-12-21,marshall,1
2014-12-21,montgomery,1
2014-12-21,polk,12
2014-12-21,pottawattamie,3
2014-12-21,scott,9
2014-12-21,sioux,1
2014-12-21,story,1
2014-12-21,tama,1
2014-12-21,taylor,1
2014-12-21,wapello,4
2014-12-21,webster,1
2014-12-21,woodbury,3
2015-01-04,adams,1
2015-01-04,black hawk,1
2015-01-04,bremer,1
2015-01-04,buchanan,1
2015-01-04,carroll,1
2015-01-04,cerro gordo,1
2015-01-04,cherokee,1
2015-01-04,clay,2
2015-01-04,clinton,1
2015-01-04,dallas,1
2015-01-04,dubuque,4
2015-01-04,fayette,2
2015-01-04,floyd,1
2015-01-04,greene,1
2015-01-04,guthrie,2
2015-01-04,jasper,1
2015-01-04,jefferson,2
2015-01-04,johnson,4
2015-01-04,jones,1
2015-01-04,linn,5
2015-01-04,lucas,1
2015-01-04,madison,2
2015-01-04,marion,1
2015-01-04,monona,1
2015-01-04,page,1
2015-01-04,polk,8
2015-01-04,pottawattamie,4
2015-01-04,poweshiek,1
2015-01-04,scott,7
2015-01-04,sioux,2
2015-01-04,story,1
2015-01-04,tama,1
2015-01-04,webster,1
2015-01-04,woodbury,7
2015-01-04,worth,1
2015-01-18,black hawk,4
2015-01-18,boone,1
2015-01-18,cass,1
2015-01-18,cedar,1
2015-01-18,cerro gordo,1
2015-01-18,clarke,1
2015-01-18,clinton,1
2015-01-18,delaware,1
2015-01-18,des moines,3
2015-01-18,fayette,3
2015-01-18,floyd,1
2015-01-18,harrison,1
2015-01-18,iowa,1
2015-01-18,jasper,1
2015-01-18,johnson,3
2015-01-18,lee,4
2015-01-18,linn,4
2015-01-18,mills,3
2015-01-18,muscatine,2
2015-01-18,polk,16
2015-01-18,pottawattamie,4
2015-01-18,scott,4
2015-01-18,sioux,1
2015-01-18,story,2
2015-01-18,tama,1
2015-01-18,van buren,1
2015-01-18,wapello,2
2015-01-18,warren,2
2015-01-18,woodbury,3
2015-01-18,wright,1
2015-02-01,appanoose,1
2015-02-01,benton,1
2015-02-01,black hawk,2
2015-02-01,bremer,1
2015-02-01,buchanan,1
2015-02-01,butler,1
2015-02-01,crawford,1
2015-02-01,dallas,1
2015-02-01,davis,1
2015-02-01,des moines,1
2015-02-01,dubuque,3
2015-02-01,fayette,4
2015-02-01,greene,1
2015-02-01,harrison,1
2015-02-01,ida,1
2015-02-01,jasper,1
2015-02-01,johnson,3
2015-02-01,jones,1
2015-02-01,lee,2
2015-02-01,linn,9
2015-02-01,lyon,1
2015-02-01,marshall,1
2015-02-01,page,1
2015-02-01,polk,14
2015-02-01,pottawattamie,2
2015-02-01,scott,7
2015-02-01,sioux,1
2015-02-01,story,2
2015-02-01,van buren,1
2015-02-01,wapello,2
2015-02-01,warren,2
2015-02-01,webster,2
2015-02-01,woodbury,5
2015-02-01,wright,1
2015-02-15,audubon,1
2015-02-15,black hawk,3
2015-02-15,boone,1
2015-02-15,cedar,1
2015-02-15,clinton,3
2015-02-15,delaware,1
2015-02-15,dubuque,1
2015-02-15,fayette,1
2015-02-15,franklin,1
2015-02-15,hardin,1
2015-02-15,harrison,1
2015-02-15,humboldt,1
2015-02-15,jefferson,2
2015-02-15,johnson,2
2015-02-15,lee,1
2015-02-15,linn,8
2015-02-15,marion,2
2015-02-15,mills,1
2015-02-15,monroe,1
2015-02-15,muscatine,2
2015-02-15,polk,7
2015-02-15,pottawattamie,7
2015-02-15,scott,7
2015-02-15,tama,1
2015-02-15,wapello,3
2015-02-15,washington,2
2015-02-15,woodbury,4
2015-03-01,benton,2
2015-03-01,black hawk,2
2015-03-01,boone,1
2015-03-01,cass,2
2015-03-01,cerro gordo,1
2015-03-01,clay,1
2015-03-01,clinton,2
2015-03-01,dallas,2
2015-03-01,delaware,1
2015-03-01,dickinson,1
2015-03-01,dubuque,1
2015-03-01,emmet,1
2015-03-01,fayette,1
2015-03-01,fremont,1
2015-03-01,iowa,1
2015-03-01,jefferson,1
2015-03-01,johnson,3
2015-03-01,linn,9
2015-03-01,lyon,1
2015-03-01,madison,1
2015-03-01,mahaska,1
2015-03-01,marshall,1
2015-03-01,muscatine,2
2015-03-01,page,1
2015-03-01,palo alto,1
2015-03-01,polk,13
2015-03-01,pottawattamie,6
2015-03-01,sac,1
2015-03-01,scott,2
2015-03-01,sioux,1
2015-03-01,story,1
2015-03-01,tama,1
2015-03-01,warren,2
2015-03-01,webster,1
2015-03-01,woodbury,2
2015-03-15,benton,1
2015-03-15,black hawk,1
2015-03-15,carroll,1
2015-03-15,clarke,1
2015-03-15,clinton,1
2015-03-15,dallas,2
2015-03-15,decatur,1
2015-03-15,delaware,1
2015-03-15,dubuque,2
2015-03-15,hamilton,1
2015-03-15,harrison,1
2015-03-15,iowa,2
2015-03-15,jasper,1
2015-03-15,johnson,1
2015-03-15,jones,1
2015-03-15,keokuk,2
2015-03-15,linn,6
2015-03-15,mahaska,1
2015-03-15,marion,1
2015-03-15,marshall,1
2015-03-15,mitchell,1
2015-03-15,monroe,1
2015-03-15,muscatine,2
2015-03-15,polk,7
2015-03-15,pottawattamie,5
2015-03-15,scott,10
2015-03-15,sioux,1
2015-03-15,story,1
2015-03-15,van buren,1
2015-03-15,warren,2
2015-03-15,winnebago,1
2015-03-15,winneshiek,1
2015-03-15,woodbury,3
2015-03-29,appanoose,1
2015-03-29,black hawk,5
2015-03-29,buchanan,1
2015-03-29,cedar,2
2015-03-29,cerro gordo,1
2015-03-29,clarke,2
2015-03-29,clay,1
2015-03-29,clayton,2
2015-03-29,clinton,2
2015-03-29,dallas,3
2015-03-29,des moines,2
2015-03-29,dubuque,3
2015-03-29,fayette,1
2015-03-29,hardin,1
2015-03-29,harrison,2
2015-03-29,henry,1
2015-03-29,jackson,2
2015-03-29,johnson,1
2015-03-29,jones,1
2015-03-29,lee,1
2015-03-29,linn,5
2015-03-29,louisa,1
2015-03-29,madison,1
2015-03-29,marshall,1
2015-03-29,monona,1
2015-03-29,monroe,1
2015-03-29,montgomery,1
2015-03-29,muscatine,3
2015-03-29,polk,12
2015-03-29,pottawattamie,5
2015-03-29,scott,4
2015-03-29,shelby,1
2015-03-29,sioux,1
2015-03-29,story,2
2015-03-29,van buren,1
2015-03-29,wapello,1
2015-03-29,warren,1
2015-03-29,woodbury,2
2015-04-12,benton,2
2015-04-12,black hawk,5
2015-04-12,boone,3
2015-04-12,butler,1
2015-04-12,calhoun,1
2015-04-12,cerro gordo,1
2015-04-12,cherokee,1
2015-04-12,clay,1
2015-04-12,clinton,1
2015-04-12,dallas,1
2015-04-12,des moines,1
2015-04-12,dubuque,3
2015-04-12,fayette,1
2015-04-12,grundy,1
2015-04-12,hamilton,1
2015-04-12,hancock,1
2015-04-12,hardin,2
2015-04-12,harrison,1
2015-04-12,henry,1
2015-04-12,ida,1
2015-04-12,johnson,3
2015-04-12,jones,1
2015-04-12,lee,1
2015-04-12,linn,4
2015-04-12,louisa,1
2015-04-12,mahaska,1
2015-04-12,marion,1
2015-04-12,marshall,2
2015-04-12,monona,1
2015-04-12,muscatine,1
2015-04-12,obrien,1
2015-04-12,polk,14
2015-04-12,pottawattamie,7
2015-04-12,scott,8
2015-04-12,sioux,2
2015-04-12,van buren,1
2015-04-12,wapello,1
2015-04-12,warren,1
2015-04-12,wayne,1
2015-04-12,webster,2
2015-04-12,winneshiek,1
2015-04-12,woodbury,4
2015-04-26,allamakee,2
2015-04-26,black hawk,6
2015-04-26,buena vista,1
2015-04-26,calhoun,1
2015-04-26,carroll,1
2015-04-26,clinton,2
2015-04-26,crawford,2
2015-04-26,dallas,1
2015-04-26,delaware,1
2015-04-26,des moines,2
2015-04-26,dubuque,5
2015-04-26,emmet,1
2015-04-26,fayette,1
2015-04-26,floyd,2
2015-04-26,guthrie,1
2015-04-26,hancock,1
2015-04-26,hardin,1
2015-04-26,iowa,1
2015-04-26,johnson,2
2015-04-26,kossuth,1
2015-04-26,lee,3
2015-04-26,linn,7
2015-04-26,mahaska,1
2015-04-26,mitchell,1
2015-04-26,polk,14
2015-04-26,pottawattamie,2
2015-04-26,scott,6
2015-04-26,shelby,2
2015-04-26,story,3
2015-04-26,van buren,1
2015-04-26,wapello,1
2015-04-26,warren,1
2015-04-26,wayne,1
2015-04-26,woodbury,3
2015-04-26,wright,1
2015-05-10,black hawk,3
2015-05-10,boone,2
2015-05-10,buena vista,1
2015-05-10,cedar,1
2015-05-10,clarke,1
2015-05-10,clayton,2
2015-05-10,delaware,1
2015-05-10,des moines,1
2015-05-10,dubuque,4
2015-05-10,fayette,1
2015-05-10,greene,2
2015-05-10,guthrie,1
2015-05-10,hamilton,1
2015-05-10,hancock,1
2015-05-10,harrison,2
2015-05-10,ida,1
2015-05-10,iowa,1
2015-05-10,jasper,1
2015-05-10,johnson,2
2015-05-10,jones,1
2015-05-10,lee,1
2015-05-10,linn,3
2015-05-10,lyon,1
2015-05-10,marion,1
2015-05-10,marshall,1
2015-05-10,mills,1
2015-05-10,polk,5
2015-05-10,pottawattamie,1
2015-05-10,scott,7
2015-05-10,sioux,3
2015-05-10,van buren,1
2015-05-10,wapello,2
2015-05-10,warren,3
2015-05-10,winnebago,1
2015-05-10,winneshiek,1
2015-05-10,woodbury,1
2015-05-24,black hawk,3
2015-05-24,boone,2
2015-05-24,buchanan,1
2015-05-24,cass,1
2015-05-24,cerro gordo,3
2015-05-24,clarke,1
2015-05-24,clinton,3
2015-05-24,dallas,2
2015-05-24,dubuque,5
2015-05-24,fayette,2
2015-05-24,hamilton,1
2015-05-24,henry,1
2015-05-24,jasper,3
2015-05-24,johnson,4
2015-05-24,lee,1
2015-05-24,linn,4
2015-05-24,louisa,1
2015-05-24,madison,1
2015-05-24,mills,2
2015-05-24,muscatine,1
2015-05-24,plymouth,1
2015-05-24,polk,11
2015-05-24,pottawattamie,4
2015-05-24,sac,1
2015-05-24,scott,1
2015-05-24,shelby,1
2015-05-24,sioux,1
2015-05-24,story,1
2015-05-24,tama,1
2015-05-24,washington,1
2015-05-24,webster,1
2015-05-24,woodbury,3
2015-06-07,adair,1
2015-06-07,benton,1
2015-06-07,black hawk,1
2015-06-07,boone,1
2015-06-07,buena vista,2
2015-06-07,butler,1
2015-06-07,cedar,1
2015-06-07,clayton,1
2015-06-07,clinton,1
2015-06-07,dallas,1
2015-06-07,des moines,2
2015-06-07,dickinson,1
2015-06-07,dubuque,1
2015-06-07,greene,1
2015-06-07,grundy,1
2015-06-07,guthrie,1
2015-06-07,hardin,2
2015-06-07,jefferson,1
2015-06-07,johnson,3
2015-06-07,lee,2
2015-06-07,linn,3
2015-06-07,marshall,2
2015-06-07,mills,1
2015-06-07,monroe,1
2015-06-07,muscatine,4
2015-06-07,obrien,1
2015-06-07,palo alto,1
2015-06-07,plymouth,1
2015-06-07,polk,17
2015-06-07,pottawattamie,2
2015-06-07,scott,6
2015-06-07,sioux,2
2015-06-07,story,2
2015-06-07,van buren,1
2015-06-07,warren,1
2015-06-07,wayne,1
2015-06-07,winnebago,1
2015-06-07,winneshiek,1
2015-06-07,woodbury,3
2015-06-07,worth,1
2015-06-21,adair,1
2015-06-21,black hawk,2
2015-06-21,buchanan,1
2015-06-21,cedar,1
2015-06-21,cherokee,1
2015-06-21,clay,1
2015-06-21,clayton,2
2015-06-21,clinton,2
2015-06-21,delaware,1
2015-06-21,des moines,1
2015-06-21,dubuque,3
2015-06-21,emmet,1
2015-06-21,fayette,1
2015-06-21,guthrie,1
2015-06-21,hamilton,1
2015-06-21,humboldt,1
2015-06-21,ida,1
2015-06-21,iowa,1
2015-06-21,jackson,1
2015-06-21,jasper,3
2015-06-21,jefferson,1
2015-06-21,johnson,1
2015-06-21,lee,2
2015-06-21,linn,4
2015-06-21,lyon,1
2015-06-21,marshall,1
2015-06-21,monona,2
2015-06-21,muscatine,2
2015-06-21,polk,14
2015-06-21,pottawattamie,6
2015-06-21,scott,1
2015-06-21,story,1
2015-06-21,wapello,1
2015-06-21,webster,1
2015-06-21,woodbury,1
2015-06-21,wright,1
2015-07-05,adair,2
2015-07-05,allamakee,1
2015-07-05,appanoose,1
2015-07-05,benton,1
2015-07-05,black hawk,3
2015-07-05,buchanan,1
2015-07-05,buena vista,4
2015-07-05,calhoun,3
2015-07-05,carroll,1
2015-07-05,cedar,1
2015-07-05,clayton,2
2015-07-05,dallas,2
2015-07-05,des moines,4
2015-07-05,dickinson,1
2015-07-05,dubuque,1
2015-07-05,guthrie,1
2015-07-05,hancock,1
2015-07-05,harrison,2
2015-07-05,howard,1
2015-07-05,iowa,1
2015-07-05,jasper,1
2015-07-05,jefferson,2
2015-07-05,johnson,3
2015-07-05,kossuth,1
2015-07-05,linn,8
2015-07-05,louisa,1
2015-07-05,madison,1
2015-07-05,marion,1
2015-07-05,mills,1
2015-07-05,monona,1
2015-07-05,muscatine,1
2015-07-05,plymouth,1
2015-07-05,polk,10
2015-07-05,pottawattamie,2
2015-07-05,poweshiek,1
2015-07-05,sac,1
2015-07-05,scott,10
2015-07-05,sioux,1
2015-07-05,story,2
2015-07-05,wapello,1
2015-07-05,warren,1
2015-07-05,washington,1
2015-07-05,winnebago,1
2015-07-05,winneshiek,1
2015-07-05,woodbury,4
2015-07-19,benton,1
2015-07-19,black hawk,4
2015-07-19,bremer,1
2015-07-19,buena vista,1
2015-07-19,butler,2
2015-07-19,carroll,1
2015-07-19,cedar,3
2015-07-19,cerro gordo,1
2015-07-19,chickasaw,1
2015-07-19,clayton,1
2015-07-19,des moines,2
2015-07-19,dubuque,4
2015-07-19,fayette,1
2015-07-19,fremont,2
2015-07-19,greene,1
2015-07-19,harrison,1
2015-07-19,howard,1
2015-07-19,ida,1
2015-07-19,johnson,4
2015-07-19,jones,1
2015-07-19,keokuk,1
2015-07-19,kossuth,1
2015-07-19,lee,4
2015-07-19,linn,6
2015-07-19,lyon,1
2015-07-19,marion,1
2015-07-19,marshall,1
2015-07-19,palo alto,1
2015-07-19,polk,6
2015-07-19,pottawattamie,5
2015-07-19,scott,6
2015-07-19,story,2
2015-07-19,tama,1
2015-07-19,wapello,3
2015-07-19,warren,1
2015-07-19,webster,4
2015-07-19,winneshiek,2
2015-07-19,woodbury,5
2015-07-19,wright,1
2015-08-02,adair,1
2015-08-02,allamakee,1
2015-08-02,black hawk,3
2015-08-02,boone,1
2015-08-02,buchanan,1
2015-08-02,cedar,3
2015-08-02,cerro gordo,2
2015-08-02,cherokee,1
2015-08-02,clayton,1
2015-08-02,clinton,1
2015-08-02,dallas,1
2015-08-02,delaware,1
2015-08-02,des moines,1
2015-08-02,dubuque,4
2015-08-02,greene,2
2015-08-02,hancock,1
2015-08-02,hardin,2
2015-08-02,henry,1
2015-08-02,jasper,1
2015-08-02,jefferson,1
2015-08-02,johnson,3
2015-08-02,lee,3
2015-08-02,linn,6
2015-08-02,muscatine,1
2015-08-02,palo alto,1
2015-08-02,polk,8
2015-08-02,pottawattamie,2
2015-08-02,scott,4
2015-08-02,shelby,1
2015-08-02,story,1
2015-08-02,warren,1
2015-08-02,webster,1
2015-08-02,winnebago,1
2015-08-02,woodbury,9
2015-08-02,wright,1
2015-08-16,adams,1
2015-08-16,allamakee,1
2015-08-16,appanoose,2
2015-08-16,benton,1
2015-08-16,black hawk,1
2015-08-16,bremer,1
2015-08-16,buchanan,1
2015-08-16,cerro gordo,2
2015-08-16,clarke,1
2015-08-16,clayton,1
2015-08-16,dallas,1
2015-08-16,decatur,1
2015-08-16,des moines,2
2015-08-16,dubuque,3
2015-08-16,emmet,1
2015-08-16,fayette,1
2015-08-16,hamilton,1
2015-08-16,hardin,1
2015-08-16,jackson,1
2015-08-16,jasper,2
2015-08-16,johnson,2
2015-08-16,jones,2
2015-08-16,kossuth,2
2015-08-16,lee,2
2015-08-16,linn,7
2015-08-16,lucas,1
2015-08-16,mahaska,2
2015-08-16,marion,1
2015-08-16,mills,1
2015-08-16,muscatine,2
2015-08-16,polk,11
2015-08-16,pottawattamie,8
2015-08-16,ringgold,1
2015-08-16,scott,7
2015-08-16,story,3
2015-08-16,van buren,1
2015-08-16,wapello,1
2015-08-16,warren,1
2015-08-16,washington,1
2015-08-16,webster,1
2015-08-16,woodbury,5
2015-08-30,black hawk,8
2015-08-30,calhoun,1
2015-08-30,cerro gordo,4
2015-08-30,dallas,3
2015-08-30,des moines,4
2015-08-30,dubuque,4
2015-08-30,fayette,1
2015-08-30,hamilton,1
2015-08-30,iowa,1
2015-08-30,jackson,1
2015-08-30,jasper,1
2015-08-30,johnson,4
2015-08-30,lee,2
2015-08-30,linn,7
2015-08-30,monona,1
2015-08-30,plymouth,2
2015-08-30,polk,18
2015-08-30,pottawattamie,1
2015-08-30,sac,1
2015-08-30,scott,7
2015-08-30,shelby,1
2015-08-30,sioux,1
2015-08-30,tama,1
2015-08-30,union,1
2015-08-30,wapello,2
2015-08-30,webster,1
2015-08-30,woodbury,4
2015-09-13,appanoose,2
2015-09-13,black hawk,1
2015-09-13,boone,1
2015-09-13,cerro gordo,1
2015-09-13,cherokee,1
2015-09-13,clayton,1
2015-09-13,clinton,1
2015-09-13,dubuque,2
2015-09-13,fremont,1
2015-09-13,hamilton,1
2015-09-13,hancock,1
2015-09-13,harrison,2
2015-09-13,henry,1
2015-09-13,jasper,2
2015-09-13,johnson,5
2015-09-13,kossuth,1
2015-09-13,lee,1
2015-09-13,linn,6
2015-09-13,mahaska,2
2015-09-13,marshall,2
2015-09-13,mills,1
2015-09-13,monona,1
2015-09-13,obrien,1
2015-09-13,plymouth,2
2015-09-13,polk,10
2015-09-13,pottawattamie,6
2015-09-13,ringgold,1
2015-09-13,scott,9
2015-09-13,story,2
2015-09-13,wapello,2
2015-09-13,warren,2
2015-09-13,washington,1
2015-09-13,webster,1
2015-09-13,winnebago,1
2015-09-13,winneshiek,1
2015-09-13,woodbury,1
2015-09-27,allamakee,2
2015-09-27,appanoose,1
2015-09-27,black hawk,6
2015-09-27,boone,2
2015-09-27,butler,1
2015-09-27,cass,2
2015-09-27,cerro gordo,1
2015-09-27,cherokee,1
2015-09-27,clay,3
2015-09-27,clayton,1
2015-09-27,clinton,1
2015-09-27,dallas,1
2015-09-27,des moines,2
2015-09-27,dubuque,4
2015-09-27,fremont,1
2015-09-27,guthrie,1
2015-09-27,hamilton,1
2015-09-27,howard,1
2015-09-27,iowa,1
2015-09-27,johnson,3
2015-09-27,lee,2
2015-09-27,linn,5
2015-09-27,lyon,1
2015-09-27,marshall,1
2015-09-27,mills,2
2015-09-27,polk,14
2015-09-27,scott,7
2015-09-27,sioux,2
2015-09-27,story,2
2015-09-27,tama,1
2015-09-27,union,1
2015-09-27,webster,2
2015-09-27,woodbury,6
2015-10-11,adair,1
2015-10-11,benton,1
2015-10-11,black hawk,5
2015-10-11,buchanan,1
2015-10-11,calhoun,1
2015-10-11,carroll,1
2015-10-11,cedar,1
2015-10-11,cerro gordo,1
2015-10-11,clarke,1
2015-10-11,clinton,1
2015-10-11,dallas,3
2015-10-11,des moines,2
2015-10-11,fayette,1
2015-10-11,harrison,1
2015-10-11,henry,1
2015-10-11,humboldt,1
2015-10-11,jasper,2
2015-10-11,johnson,5
2015-10-11,lee,1
2015-10-11,linn,4
2015-10-11,lyon,1
2015-10-11,marshall,1
2015-10-11,mitchell,1
2015-10-11,montgomery,1
2015-10-11,muscatine,1
2015-10-11,pocahontas,1
2015-10-11,polk,12
2015-10-11,pottawattamie,2
2015-10-11,sac,1
2015-10-11,scott,3
2015-10-11,story,1
2015-10-11,wapello,1
2015-10-11,warren,1
2015-10-11,washington,1
2015-10-11,winneshiek,2
2015-10-11,woodbury,2
2015-10-25,adair,2
2015-10-25,allamakee,1
2015-10-25,black hawk,6
2015-10-25,cass,1
2015-10-25,chickasaw,1
2015-10-25,clarke,1
2015-10-25,clayton,1
2015-10-25,clinton,1
2015-10-25,dallas,1
2015-10-25,davis,2
2015-10-25,des moines,2
2015-10-25,dickinson,1
2015-10-25,dubuque,5
2015-10-25,franklin,1
2015-10-25,fremont,2
2015-10-25,henry,3
2015-10-25,jasper,2
2015-10-25,johnson,3
2015-10-25,lee,1
2015-10-25,linn,5
2015-10-25,mahaska,1
2015-10-25,marion,1
2015-10-25,monroe,1
2015-10-25,obrien,1
2015-10-25,page,1
2015-10-25,plymouth,1
2015-10-25,polk,9
2015-10-25,pottawattamie,1
2015-10-25,scott,5
2015-10-25,story,2
2015-10-25,tama,1
2015-10-25,taylor,1
2015-10-25,webster,2
2015-10-25,woodbury,2
2015-11-08,black hawk,3
2015-11-08,boone,1
2015-11-08,cedar,1
2015-11-08,cherokee,2
2015-11-08,clinton,2
2015-11-08,crawford,1
2015-11-08,des moines,4
2015-11-08,dubuque,2
2015-11-08,emmet,3
2015-11-08,hamilton,1
2015-11-08,hardin,1
2015-11-08,harrison,1
2015-11-08,henry,1
2015-11-08,johnson,4
2015-11-08,jones,1
2015-11-08,kossuth,1
2015-11-08,lee,2
2015-11-08,linn,4
2015-11-08,madison,1
2015-11-08,marion,1
2015-11-08,marshall,1
2015-11-08,monona,1
2015-11-08,plymouth,1
2015-11-08,polk,9
2015-11-08,pottawattamie,8
2015-11-08,scott,4
2015-11-08,story,2
2015-11-08,tama,2
2015-11-08,warren,2
2015-11-08,webster,5
2015-11-08,woodbury,5
2015-11-08,wright,1
2015-11-22,black hawk,2
2015-11-22,boone,1
2015-11-22,cedar,1
2015-11-22,clarke,1
2015-11-22,clinton,2
2015-11-22,dallas,2
2015-11-22,des moines,1
2015-11-22,dubuque,1
2015-11-22,emmet,1
2015-11-22,floyd,1
2015-11-22,greene,1
2015-11-22,hardin,1
2015-11-22,harrison,1
2015-11-22,henry,1
2015-11-22,johnson,8
2015-11-22,linn,2
2015-11-22,monona,1
2015-11-22,montgomery,1
2015-11-22,plymouth,1
2015-11-22,pocahontas,1
2015-11-22,polk,11
2015-11-22,pottawattamie,3
2015-11-22,sac,1
2015-11-22,scott,6
2015-11-22,sioux,1
2015-11-22,tama,1
2015-11-22,van buren,1
2015-11-22,wapello,1
2015-11-22,warren,3
2015-11-22,washington,1
2015-11-22,webster,2
2015-11-22,winnebago,2
2015-11-22,woodbury,2
2015-12-06,black hawk,1
2015-12-06,bremer,1
2015-12-06,cedar,2
2015-12-06,cerro gordo,1
2015-12-06,clarke,1
2015-12-06,clinton,1
2015-12-06,des moines,3
2015-12-06,dickinson,1
2015-12-06,franklin,1
2015-12-06,harrison,1
2015-12-06,howard,1
2015-12-06,jackson,1
2015-12-06,jasper,1
2015-12-06,johnson,6
2015-12-06,keokuk,1
2015-12-06,lee,2
2015-12-06,linn,5
2015-12-06,louisa,1
2015-12-06,marion,1
2015-12-06,marshall,1
2015-12-06,plymouth,2
2015-12-06,polk,20
2015-12-06,pottawattamie,4
2015-12-06,ringgold,1
2015-12-06,scott,8
2015-12-06,sioux,1
2015-12-06,story,3
2015-12-06,tama,1
2015-12-06,wapello,1
2015-12-06,warren,1
2015-12-06,washington,1
2015-12-06,webster,2
2015-12-06,woodbury,4
2015-12-20,appanoose,1
2015-12-20,black hawk,5
2015-12-20,butler,1
2015-12-20,carroll,2
2015-12-20,cerro gordo,1
2015-12-20,clay,1
2015-12-20,dallas,1
2015-12-20,davis,1
2015-12-20,des moines,2
2015-12-20,dickinson,1
2015-12-20,dubuque,3
2015-12-20,emmet,1
2015-12-20,floyd,1
2015-12-20,harrison,1
2015-12-20,ida,1
2015-12-20,jasper,2
2015-12-20,johnson,3
2015-12-20,linn,11
2015-12-20,lucas,1
2015-12-20,madison,1
2015-12-20,mahaska,1
2015-12-20,mitchell,1
2015-12-20,monona,1
2015-12-20,muscatine,1
2015-12-20,plymouth,1
2015-12-20,pocahontas,1
2015-12-20,polk,13
2015-12-20,pottawattamie,2
2015-12-20,poweshiek,1
2015-12-20,scott,8
2015-12-20,sioux,1
2015-12-20,story,2
2015-12-20,winneshiek,1
2015-12-20,woodbury,4
2016-01-03,adair,1
2016-01-03,allamakee,1
2016-01-03,boone,1
2016-01-03,bremer,1
2016-01-03,buchanan,1
2016-01-03,cedar,1
2016-01-03,cerro gordo,1
2016-01-03,cherokee,1
2016-01-03,clayton,1
2016-01-03,clinton,1
2016-01-03,dallas,2
2016-01-03,delaware,1
2016-01-03,dubuque,1
2016-01-03,iowa,1
2016-01-03,jasper,2
2016-01-03,jefferson,1
2016-01-03,johnson,3
2016-01-03,kossuth,1
2016-01-03,lee,1
2016-01-03,linn,7
2016-01-03,madison,1
2016-01-03,mahaska,2
2016-01-03,marshall,1
2016-01-03,monroe,1
2016-01-03,montgomery,1
2016-01-03,muscatine,1
2016-01-03,palo alto,1
2016-01-03,plymouth,1
2016-01-03,polk,11
2016-01-03,pottawattamie,6
2016-01-03,poweshiek,1
2016-01-03,scott,8
2016-01-03,sioux,1
2016-01-03,story,1
2016-01-03,van buren,1
2016-01-03,wapello,1
2016-01-03,washington,1
2016-01-03,wayne,1
2016-01-03,winneshiek,2
2016-01-03,woodbury,3
2016-01-03,wright,1
2016-01-17,appanoose,1
2016-01-17,black hawk,2
2016-01-17,boone,1
2016-01-17,buchanan,1
2016-01-17,buena vista,2
2016-01-17,butler,1
2016-01-17,carroll,1
2016-01-17,cedar,1
2016-01-17,cerro gordo,1
2016-01-17,clinton,2
2016-01-17,crawford,1
2016-01-17,dallas,1
2016-01-17,des moines,3
2016-01-17,dubuque,3
2016-01-17,fremont,1
2016-01-17,johnson,6
2016-01-17,lee,2
2016-01-17,linn,4
2016-01-17,madison,1
2016-01-17,marshall,1
2016-01-17,mills,1
2016-01-17,muscatine,3
2016-01-17,plymouth,1
2016-01-17,pocahontas,2
2016-01-17,polk,11
2016-01-17,pottawattamie,1
2016-01-17,poweshiek,1
2016-01-17,scott,5
2016-01-17,story,2
2016-01-17,union,1
2016-01-17,warren,2
2016-01-17,webster,1
2016-01-17,woodbury,4
